property_id,host_id,country_code,property_type,room_type,price,security_deposit,cleaning_fee,accommodates,bedrooms,beds,bathrooms,number_of_reviews,review_scores_rating
PID_01328,6110860,HK,Boutique hotel,Private room,298,NA,102,2,1,1,1,19,80
PID_01329,229854,US,Bed and breakfast,Private room,179,0,20,4,1,3,1,2,100
PID_01330,71738243,BR,Apartment,Entire home/apt,149,0,150,4,2,2,1,45,98
PID_01331,30249185,US,Condominium,Entire home/apt,69,0,200,2,1,1,1,27,93
PID_01332,4161915,US,Apartment,Private room,85,NA,20,1,1,1,1,48,93
PID_01333,41753544,CA,House,Entire home/apt,229,500,60,6,3,3,1.5,11,96
PID_01334,113689260,US,Apartment,Entire home/apt,120,100,120,2,1,2,1,10,89
PID_01335,27924486,AU,Apartment,Entire home/apt,350,500,150,7,2,3,1,2,90
PID_01336,9041452,AU,House,Entire home/apt,500,1000,300,8,3,6,2,60,98
PID_01337,34789479,HK,Apartment,Private room,502,0,50,2,1,1,1,82,88
PID_01338,51850937,US,Apartment,Private room,85,NA,NA,2,1,1,1,180,91
PID_01339,64769511,BR,Apartment,Entire home/apt,250,NA,NA,4,1,1,1,3,80
PID_01340,2349948,US,Apartment,Entire home/apt,120,200,130,4,0,2,1,36,90
PID_01341,12617302,ES,Apartment,Private room,30,0,10,2,1,1,1.5,45,88
PID_01342,115437533,HK,Apartment,Entire home/apt,652,3000,420,2,1,1,1,27,90
PID_01343,115461510,BR,Loft,Entire home/apt,149,0,35,2,1,1,1,10,96
PID_01344,110120956,BR,House,Private room,149,NA,NA,1,1,1,2,0,NA
PID_01345,82488876,BR,Loft,Private room,179,NA,NA,3,0,1,1,0,NA
PID_01346,113558977,US,House,Private room,30,100,10,2,1,2,1,99,88
PID_01347,700224,US,Apartment,Entire home/apt,185,5000,200,4,2,2,1,8,98
PID_01348,9063883,AU,Cabin,Private room,70,200,30,2,1,1,1,175,92
PID_01349,115543091,US,Apartment,Private room,53,NA,NA,4,1,2,1.5,0,NA
PID_01350,111020505,US,Apartment,Private room,80,100,80,1,1,1,1,14,96
PID_01351,31528940,US,Condominium,Entire home/apt,125,250,98,3,1,1,1,60,97
PID_01352,115782099,TR,Apartment,Entire home/apt,105,NA,NA,2,1,2,1,0,NA
PID_01353,9070329,PT,House,Private room,35,NA,20,2,1,1,1,59,99
PID_01354,8275343,ES,Apartment,Private room,60,NA,30,2,1,1,1,0,NA
PID_01355,2366949,ES,Apartment,Entire home/apt,494,400,150,10,5,7,3,55,94
PID_01356,18168051,AU,Apartment,Private room,151,200,NA,1,1,1,1,0,NA
PID_01357,51197872,AU,Apartment,Entire home/apt,449,500,195,6,3,4,2,66,99
PID_01358,22713969,BR,Serviced apartment,Entire home/apt,1000,1500,160,4,1,1,1,2,100
PID_01359,14638069,BR,House,Private room,179,0,0,2,1,1,1,0,NA
PID_01360,23696897,US,Guesthouse,Entire home/apt,59,NA,50,4,1,1,1,36,99
PID_01361,71074381,BR,Apartment,Private room,261,NA,NA,2,1,1,2,40,100
PID_01362,12897618,PT,Apartment,Entire home/apt,25,0,20,2,0,2,1,308,93
PID_01363,19569224,HK,Apartment,Entire home/apt,981,800,128,5,2,3,1,97,96
PID_01364,2787,US,Townhouse,Private room,49,200,25,8,1,2,1,18,98
PID_01365,3236595,US,Guesthouse,Private room,58,NA,25,2,1,1,2,62,95
PID_01366,1004021,ES,Apartment,Entire home/apt,150,NA,NA,2,1,1,2,4,100
PID_01367,84483080,BR,House,Entire home/apt,280,NA,150,6,2,2,2,0,NA
PID_01368,103740027,US,Apartment,Entire home/apt,285,150,125,5,2,2,1,66,90
PID_01369,26676244,HK,Townhouse,Private room,377,0,0,1,1,1,1,12,96
PID_01370,2439400,ES,Apartment,Entire home/apt,108,300,85,7,3,4,2,8,85
PID_01371,114317711,PT,Guest suite,Private room,21,100,0,2,1,1,1,94,90
PID_01372,961586,CA,Apartment,Entire home/apt,180,1000,120,12,6,6,1,5,84
PID_01373,4428742,US,Apartment,Private room,95,250,30,2,1,1,1,2,100
PID_01374,4680813,US,Apartment,Entire home/apt,150,200,75,2,1,1,1,10,96
PID_01375,105546372,BR,Bed and breakfast,Private room,295,NA,NA,4,2,4,1,0,NA
PID_01376,1432946,US,Loft,Private room,70,300,8,1,1,1,1,147,97
PID_01377,9121118,PT,Apartment,Entire home/apt,100,NA,NA,2,1,1,1,36,93
PID_01378,7379093,US,Apartment,Entire home/apt,439,500,180,7,2,3,2,67,96
PID_01379,42814202,US,Guest suite,Entire home/apt,90,300,78,4,1,3,1,22,85
PID_01380,29252180,AU,Apartment,Entire home/apt,260,1000,180,6,2,3,1,14,99
PID_01381,63771415,US,Apartment,Entire home/apt,175,0,25,2,0,1,1,32,98
PID_01382,43667855,CA,Apartment,Entire home/apt,50,0,28,3,0,2,1,50,96
PID_01383,76192815,US,Apartment,Entire home/apt,100,1000,125,3,1,1,1,5,90
PID_01384,42024722,US,Apartment,Private room,103,100,0,2,1,1,1,61,96
PID_01385,72623748,AU,Apartment,Private room,635,NA,62,2,1,1,1,0,NA
PID_01386,86889715,AU,Apartment,Private room,85,140,30,2,1,1,1,0,NA
PID_01387,7733967,ES,Apartment,Private room,60,0,20,1,1,1,1,4,100
PID_01388,112910861,US,House,Private room,35,100,10,2,1,1,1,57,98
PID_01389,2154262,US,Condominium,Entire home/apt,442,0,188,4,1,1,2,0,NA
PID_01390,114007040,PT,Apartment,Entire home/apt,90,100,20,5,2,4,1,28,94
PID_01391,111771252,ES,Apartment,Private room,30,NA,NA,2,1,1,1,74,93
PID_01392,117769117,PT,Apartment,Entire home/apt,70,NA,NA,3,1,2,1,3,87
PID_01393,42193391,ES,Apartment,Private room,130,NA,20,2,1,1,1,0,NA
PID_01394,941407,HK,Loft,Entire home/apt,754,1000,350,3,1,1,1,14,100
PID_01395,117930909,PT,House,Private room,50,NA,10,2,NA,NA,1,8,95
PID_01396,78717228,AU,House,Entire home/apt,115,300,75,4,1,2,1,72,100
PID_01397,118084951,US,Apartment,Entire home/apt,75,0,25,2,0,1,1.5,137,96
PID_01398,31542272,PT,Apartment,Entire home/apt,50,0,10,2,1,1,1,13,93
PID_01399,77166277,CA,Apartment,Entire home/apt,110,NA,NA,2,1,1,1,3,93
PID_01400,32630519,HK,Apartment,Entire home/apt,699,NA,150,2,0,1,1,25,98
PID_01401,115263136,US,House,Private room,60,100,10,2,1,1,1,102,99
PID_01402,38038584,HK,Guest suite,Private room,251,0,0,1,1,1,1,13,94
PID_01403,4051126,US,Apartment,Entire home/apt,555,500,295,4,2,2,2,100,96
PID_01404,23099851,PT,Apartment,Entire home/apt,60,100,25,6,2,4,1.5,2,100
PID_01405,102947901,ES,Apartment,Entire home/apt,165,400,120,10,4,7,2,20,88
PID_01406,102947901,ES,Apartment,Entire home/apt,60,200,50,4,1,3,1,35,80
PID_01407,79265046,TR,Apartment,Entire home/apt,200,NA,NA,4,2,2,1,0,NA
PID_01408,11786232,ES,Apartment,Entire home/apt,400,200,50,8,3,5,2,14,93
PID_01409,118544019,BR,Apartment,Private room,101,0,0,1,1,1,1,25,99
PID_01410,46315133,US,Apartment,Entire home/apt,99,NA,50,3,0,2,1,57,89
PID_01411,1923812,HK,Apartment,Entire home/apt,620,NA,NA,2,1,1,1,7,100
PID_01412,80353849,BR,Apartment,Private room,119,0,50,2,1,1,1,0,NA
PID_01413,78254013,US,Apartment,Private room,75,0,30,1,1,1,1,19,91
PID_01414,118473730,ES,Apartment,Private room,60,NA,30,2,1,1,1,20,95
PID_01415,73679972,HK,Apartment,Shared room,699,NA,NA,2,1,1,1,0,NA
PID_01416,9233712,CA,House,Entire home/apt,75,500,50,2,0,2,1,20,95
PID_01417,18051757,CA,Apartment,Entire home/apt,140,NA,60,4,2,2,1,4,100
PID_01418,7199745,ES,Apartment,Private room,15,100,10,2,1,2,1,124,90
PID_01419,88393698,CA,Apartment,Private room,27,0,11,2,1,1,1,39,97
PID_01420,36607755,ES,Serviced apartment,Private room,31,1200,0,1,1,1,7,0,NA
PID_01421,102947901,ES,Apartment,Entire home/apt,99,200,70,6,2,3,2,7,97
PID_01422,60144317,BR,Apartment,Private room,213,746,149,2,1,1,1,1,100
PID_01423,44039744,AU,Townhouse,Entire home/apt,109,200,50,4,1,2,1,74,96
PID_01424,4581272,BR,Apartment,Entire home/apt,190,500,100,5,1,2,1,24,93
PID_01425,119732473,AU,Condominium,Entire home/apt,129,NA,NA,2,1,2,1,2,100
PID_01426,2262273,ES,Apartment,Entire home/apt,90,300,80,4,1,2,1,2,90
PID_01427,95921812,US,Apartment,Entire home/apt,95,NA,NA,2,1,1,1,3,100
PID_01428,3048874,AU,Apartment,Entire home/apt,188,NA,NA,4,2,2,1,2,100
PID_01429,79882333,US,Apartment,Private room,39,NA,NA,2,1,1,1,2,80
PID_01430,36418306,PT,Loft,Entire home/apt,75,0,30,4,1,2,1,31,97
PID_01431,69410034,US,Villa,Private room,85,500,175,2,1,1,1,95,99
PID_01432,58913961,CA,Apartment,Private room,19,126,10,1,1,1,1,22,85
PID_01433,120225790,US,Hostel,Private room,45,0,10,1,1,1,1,71,84
PID_01434,18660750,US,House,Private room,50,0,35,3,1,2,1,62,96
PID_01435,10084505,BR,Apartment,Private room,149,0,100,2,2,2,1.5,5,100
PID_01436,294714,HK,Apartment,Entire home/apt,997,NA,200,3,0,1,1,24,92
PID_01437,60244293,US,House,Entire home/apt,160,0,130,6,2,3,2.5,45,97
PID_01438,24721535,AU,Apartment,Entire home/apt,300,1000,150,4,2,4,1,0,NA
PID_01439,6070131,TR,Apartment,Private room,179,NA,NA,2,1,1,1,0,NA
PID_01440,119976282,BR,Apartment,Entire home/apt,280,0,0,4,2,2,1,21,100
PID_01441,120663954,TR,Apartment,Private room,475,0,0,1,1,1,1,0,NA
PID_01442,55132573,PT,Serviced apartment,Entire home/apt,50,NA,15,4,1,4,1,86,94
PID_01443,120813566,AU,Apartment,Private room,181,NA,NA,2,1,1,2,0,NA
PID_01444,4459553,ES,Apartment,Entire home/apt,500,150,115,6,2,4,2,19,85
PID_01445,2108468,ES,Serviced apartment,Entire home/apt,60,500,60,3,2,2,1,0,NA
PID_01446,107281516,PT,House,Private room,20,0,8,2,1,1,1,21,94
PID_01447,3171018,PT,Apartment,Entire home/apt,45,NA,NA,2,0,1,1,73,98
PID_01448,116242052,US,Apartment,Private room,80,100,10,2,1,1,1,33,96
PID_01449,40676061,ES,Apartment,Entire home/apt,70,2000,100,5,4,4,2,1,60
PID_01450,4459553,ES,Apartment,Entire home/apt,450,150,110,4,2,4,1,26,92
PID_01451,4967433,US,Bungalow,Entire home/apt,469,NA,199,4,2,0,1.5,2,90
PID_01452,118578746,US,Condominium,Entire home/apt,269,0,293,6,2,4,2,1,100
PID_01453,28711023,PT,Apartment,Entire home/apt,31,100,30,4,1,2,1,5,72
PID_01454,121180212,AU,Guest suite,Entire home/apt,70,NA,30,3,1,2,1,25,96
PID_01455,4459553,ES,Apartment,Entire home/apt,500,150,110,6,2,5,2,17,81
PID_01456,20378750,US,Apartment,Entire home/apt,90,NA,45,3,1,1,1,8,93
PID_01457,121258236,BR,Apartment,Entire home/apt,1999,NA,NA,4,1,2,2,0,NA
PID_01458,105498218,AU,Apartment,Entire home/apt,181,NA,NA,4,2,2,1,1,100
PID_01459,121610275,AU,Apartment,Entire home/apt,97,200,20,2,1,1,1,18,96
PID_01460,121660319,BR,Apartment,Entire home/apt,172,NA,NA,3,2,3,1,6,93
PID_01461,1247267,US,Apartment,Entire home/apt,125,300,100,4,3,4,1,2,100
PID_01462,107684831,TR,Serviced apartment,Entire home/apt,269,0,48,3,0,2,1,45,95
PID_01463,3609508,AU,Apartment,Entire home/apt,135,250,85,4,1,2,1,99,88
PID_01464,65558390,PT,Apartment,Entire home/apt,45,0,25,4,1,4,1,92,99
PID_01465,7613281,CA,Apartment,Private room,44,0,22,2,1,1,1,92,99
PID_01466,77744151,BR,Apartment,Private room,71,NA,NA,2,1,1,2,18,100
PID_01467,107999052,BR,Apartment,Entire home/apt,119,NA,NA,4,1,1,1,4,75
PID_01468,32380983,US,Apartment,Private room,100,NA,NA,1,1,1,1,0,NA
PID_01469,2874260,US,Boutique hotel,Private room,166,100,40,2,1,1,3.5,1,100
PID_01470,5846872,CA,Condominium,Private room,36,NA,NA,2,1,1,1,24,99
PID_01471,4604908,TR,Boutique hotel,Private room,179,NA,36,2,1,1,1,1,100
PID_01472,9391659,AU,House,Entire home/apt,695,2000,180,7,4,4,3,5,96
PID_01473,112176055,AU,House,Private room,65,NA,NA,1,1,1,1,3,100
PID_01474,4394372,AU,House,Private room,58,150,30,1,1,1,1,25,86
PID_01475,71615,ES,Apartment,Entire home/apt,60,150,40,6,3,4,1,7,89
PID_01476,7399480,CA,House,Entire home/apt,199,300,80,4,2,2,1,140,92
PID_01477,859218,US,Apartment,Private room,53,0,50,2,1,1,1,62,88
PID_01478,113299534,AU,House,Entire home/apt,161,150,20,6,2,3,1,151,95
PID_01479,6608362,CA,Apartment,Entire home/apt,130,500,20,3,2,2,1,0,NA
PID_01480,123172101,ES,Apartment,Private room,20,NA,9,1,1,1,1,100,96
PID_01481,123280478,PT,Apartment,Entire home/apt,85,200,20,6,2,4,2,103,100
PID_01482,25869976,AU,House,Private room,47,NA,16,1,1,1,1,6,100
PID_01483,3280543,US,Cottage,Entire home/apt,175,200,125,2,0,1,1,257,97
PID_01484,110791987,TR,Apartment,Private room,148,NA,NA,3,1,3,1,1,NA
PID_01485,9130380,BR,Apartment,Private room,93,0,100,2,1,1,1,144,98
PID_01486,6070003,HK,Apartment,Entire home/apt,1484,NA,200,9,3,5,2,27,78
PID_01487,22635145,US,Condominium,Entire home/apt,200,300,250,6,2,4,2,12,95
PID_01488,94682212,US,Cabin,Entire home/apt,60,500,55,2,1,1,1,54,97
PID_01489,122408520,HK,Serviced apartment,Private room,353,0,70,2,1,1,1,64,92
PID_01490,123768316,CA,Apartment,Entire home/apt,46,200,10,2,0,1,1,0,NA
PID_01491,123873173,PT,Apartment,Entire home/apt,105,0,0,6,4,6,2,11,96
PID_01492,31095330,HK,Apartment,Entire home/apt,314,NA,NA,2,1,1,1,0,NA
PID_01493,96644578,ES,Apartment,Private room,100,200,15,3,2,2,1,5,80
PID_01494,124152562,BR,Apartment,Entire home/apt,134,800,180,2,2,2,1,24,99
PID_01495,123979557,AU,House,Private room,40,NA,18,2,1,1,2,29,97
PID_01496,826476,ES,Bed and breakfast,Private room,45,0,25,2,1,1,1.5,44,89
PID_01497,865451,US,Apartment,Entire home/apt,89,0,0,3,1,1,1,48,97
PID_01498,124399497,PT,Apartment,Entire home/apt,100,150,55,8,4,7,1.5,80,94
PID_01499,114216441,US,Apartment,Entire home/apt,99,300,125,3,1,2,1,38,95
PID_01500,21385139,AU,Apartment,Entire home/apt,125,300,98,2,0,0,1,51,92
PID_01501,26978568,AU,House,Entire home/apt,80,NA,NA,2,1,1,1,33,99
PID_01502,122408520,HK,Serviced apartment,Private room,338,0,70,2,1,1,1,65,85
PID_01503,121016246,HK,Apartment,Private room,196,NA,NA,1,1,1,1.5,4,90
PID_01504,124695413,PT,Apartment,Entire home/apt,55,NA,15,4,0,1,1,78,95
PID_01505,4319967,HK,Apartment,Entire home/apt,761,1600,0,5,2,2,1,11,89
PID_01506,41950889,US,Apartment,Entire home/apt,110,0,125,4,1,2,1,67,90
PID_01507,14078462,CA,Loft,Entire home/apt,68,0,25,1,1,1,1,23,96
PID_01508,24594940,US,Apartment,Private room,100,NA,15,2,1,1,1,8,85
PID_01509,124869252,ES,Apartment,Private room,14,100,25,2,1,1,2,47,91
PID_01510,124878127,US,Guest suite,Entire home/apt,110,200,75,4,2,2,1,61,99
PID_01511,21122092,AU,Apartment,Entire home/apt,129,1000,80,4,2,2,2,28,99
PID_01512,66449897,PT,House,Entire home/apt,21,0,23,2,1,2,1,51,89
PID_01513,95597326,BR,Serviced apartment,Entire home/apt,601,2000,400,8,2,4,2,2,90
PID_01514,35603489,TR,Apartment,Entire home/apt,501,800,200,8,4,4,3,15,98
PID_01515,125050921,PT,Apartment,Entire home/apt,55,NA,15,2,0,1,1,23,79
PID_01516,48631306,CA,Apartment,Private room,40,0,0,3,1,2,1,15,100
PID_01517,59830753,AU,Guest suite,Entire home/apt,151,0,50,2,1,1,1,9,100
PID_01518,54098346,US,Apartment,Private room,150,NA,NA,1,1,1,1,3,100
PID_01519,125221509,TR,Apartment,Private room,53,0,50,2,1,1,1,14,96
PID_01520,125253812,AU,Apartment,Entire home/apt,70,300,50,4,2,2,1,2,90
PID_01521,26432133,US,Townhouse,Private room,48,300,NA,1,1,1,2,379,99
PID_01522,41751554,US,Condominium,Entire home/apt,260,NA,145,4,1,1,1,23,98
PID_01523,9447429,CA,Apartment,Entire home/apt,50,0,0,4,2,2,1,2,100
PID_01524,125567809,US,Apartment,Private room,75,NA,15,1,1,1,1,0,NA
PID_01525,125590898,CA,Apartment,Entire home/apt,81,300,35,2,1,1,1,2,60
PID_01526,26461394,TR,Apartment,Entire home/apt,765,0,385,6,2,2,1,0,NA
PID_01527,20368225,US,Apartment,Entire home/apt,200,0,65,6,1,3,1,56,99
PID_01528,3953109,PT,Apartment,Entire home/apt,64,NA,NA,6,2,4,1.5,33,90
PID_01529,873070,BR,Apartment,Private room,131,500,80,2,1,1,1,69,97
PID_01530,25102990,US,Bungalow,Private room,95,NA,25,4,2,2,1,123,95
PID_01531,125725695,HK,Apartment,Entire home/apt,447,NA,100,2,0,1,1,88,85
PID_01532,25627749,HK,Apartment,Shared room,314,NA,NA,2,1,1,1,41,92
PID_01533,9537721,BR,Apartment,Private room,224,NA,37,1,1,1,2,3,93
PID_01534,7199745,ES,Apartment,Private room,15,100,10,2,1,2,1,99,94
PID_01535,40211677,ES,Apartment,Private room,52,0,0,2,1,1,1,22,98
PID_01536,6304878,HK,Apartment,Entire home/apt,699,0,300,4,2,2,2,2,100
PID_01537,387422,CA,Apartment,Entire home/apt,89,1000,87,2,1,1,1,0,NA
PID_01538,124581034,US,Villa,Entire home/apt,380,0,257,6,2,2,3,5,100
PID_01539,114736959,US,Apartment,Entire home/apt,110,0,0,3,1,1,1,43,95
PID_01540,126116466,US,Apartment,Private room,140,NA,40,4,2,4,1.5,45,98
PID_01541,47694665,PT,Apartment,Private room,45,0,0,2,1,2,1,16,100
PID_01542,104269504,US,House,Entire home/apt,417,1000,470,8,4,5,3.5,21,97
PID_01543,24373475,CA,House,Entire home/apt,189,0,25,6,3,3,1.5,9,95
PID_01544,2442148,AU,Apartment,Entire home/apt,139,NA,60,4,2,2,1,1,100
PID_01545,88617462,US,Guest suite,Entire home/apt,68,0,50,2,1,1,1,31,95
PID_01546,9559117,ES,Loft,Entire home/apt,100,150,40,3,1,2,1,257,98
PID_01547,125749836,CA,Apartment,Entire home/apt,34,150,40,4,1,2,1,104,96
PID_01548,73005104,TR,Apartment,Private room,142,NA,30,1,1,1,1,1,NA
PID_01549,126412228,PT,Apartment,Entire home/apt,75,0,20,6,2,2,1,71,97
PID_01550,9568120,TR,Apartment,Private room,84,NA,NA,2,1,1,1,0,NA
PID_01551,10777069,US,Apartment,Private room,45,NA,10,2,0,1,1,40,94
PID_01552,42705922,US,Condominium,Entire home/apt,148,NA,124,3,0,1,1,59,93
PID_01553,36336254,HK,Apartment,Entire home/apt,801,NA,250,2,1,1,1,6,92
PID_01554,126533604,PT,Apartment,Entire home/apt,49,0,15,2,1,1,1,13,78
PID_01555,108366594,TR,Apartment,Entire home/apt,69,NA,NA,1,1,1,1,0,NA
PID_01556,92715155,US,Condominium,Entire home/apt,113,0,148,4,1,2,1,1,80
PID_01557,9675822,AU,Apartment,Entire home/apt,141,150,125,4,1,2,1,40,82
PID_01558,10132237,AU,Guest suite,Entire home/apt,300,500,0,2,1,1,1,3,100
PID_01559,75552448,PT,Apartment,Entire home/apt,60,0,15,4,2,2,1,121,89
PID_01560,126555013,US,Condominium,Entire home/apt,377,0,120,4,1,1,1,7,86
PID_01561,59940377,AU,House,Entire home/apt,264,0,90,6,4,4,1,56,98
PID_01562,4213096,US,Apartment,Entire home/apt,110,500,NA,2,1,1,1,2,100
PID_01563,30738572,AU,House,Private room,73,0,25,2,1,1,1,16,99
PID_01564,4030343,ES,Apartment,Private room,29,0,20,3,2,2,1,59,98
PID_01565,3169815,US,Apartment,Entire home/apt,350,NA,95,6,2,3,1,77,98
PID_01566,11772319,AU,House,Entire home/apt,395,500,120,6,3,3,3,1,100
PID_01567,63578931,TR,Apartment,Private room,105,NA,NA,1,1,1,2,0,NA
PID_01568,6188332,CA,Apartment,Entire home/apt,99,500,0,2,1,1,1,64,98
PID_01569,2946771,US,Apartment,Entire home/apt,150,NA,30,3,1,1,1,38,98
PID_01570,127249880,US,Apartment,Private room,38,100,25,2,1,1,1,27,90
PID_01571,13649613,US,House,Private room,53,0,10,2,1,1,1,47,95
PID_01572,3106503,BR,Apartment,Entire home/apt,321,NA,NA,3,2,1,2,1,100
PID_01573,88314328,US,Apartment,Private room,54,NA,NA,2,1,1,1.5,3,93
PID_01574,10335937,US,Apartment,Entire home/apt,197,500,25,4,1,2,1,24,96
PID_01575,94983554,HK,Apartment,Private room,400,0,0,2,1,1,1,71,90
PID_01576,124103434,CA,Apartment,Entire home/apt,75,300,75,4,2,2,1,21,95
PID_01577,127242256,PT,Apartment,Private room,78,100,40,2,1,1,1,0,NA
PID_01578,44779942,PT,House,Entire home/apt,31,0,15,5,2,2,1,79,95
PID_01579,116797836,ES,Apartment,Entire home/apt,106,0,50,4,1,4,1,35,85
PID_01580,9635363,US,House,Private room,110,0,50,3,1,2,1,25,96
PID_01581,9269441,BR,House,Private room,119,NA,NA,4,1,2,1,10,100
PID_01582,38727307,PT,Apartment,Entire home/apt,35,NA,10,2,1,1,1,26,93
PID_01583,81170179,US,House,Private room,595,1000,425,8,4,5,3,2,90
PID_01584,14634338,HK,Apartment,Entire home/apt,1397,NA,480,12,3,6,2,9,96
PID_01585,128054997,US,Guesthouse,Entire home/apt,299,300,195,6,2,3,1,60,98
PID_01586,54796073,HK,Guest suite,Private room,447,NA,100,1,1,1,1,0,NA
PID_01587,16588093,CA,Loft,Entire home/apt,301,3000,50,2,1,1,1,5,100
PID_01588,91549951,CA,Apartment,Entire home/apt,75,250,50,4,1,4,1,111,96
PID_01589,107503112,US,House,Entire home/apt,343,0,424,14,4,4,4,2,80
PID_01590,7843388,ES,Apartment,Entire home/apt,74,1000,0,4,2,2,1,0,NA
PID_01591,2601704,HK,Apartment,Entire home/apt,589,0,150,4,2,3,1,10,72
PID_01592,30120403,CA,Apartment,Entire home/apt,40,NA,12,3,1,2,1,18,93
PID_01593,9674420,HK,Apartment,Entire home/apt,903,NA,120,4,2,2,2,1,100
PID_01594,124808557,TR,House,Shared room,100,NA,NA,1,1,1,1,0,NA
PID_01595,4367293,AU,House,Entire home/apt,274,0,80,7,3,3,2.5,3,87
PID_01596,117292423,HK,Apartment,Private room,353,NA,50,1,2,2,1,6,100
PID_01597,128963393,PT,Apartment,Entire home/apt,60,0,10,4,1,1,1,87,97
PID_01598,4207615,PT,Apartment,Entire home/apt,55,NA,5,4,1,2,1,3,100
PID_01599,73622629,US,Apartment,Entire home/apt,96,0,100,4,1,2,1,70,98
PID_01600,69124870,US,Apartment,Entire home/apt,315,NA,30,6,3,3,1,100,96
PID_01601,94998397,PT,Apartment,Entire home/apt,35,150,50,4,1,2,1,4,100
PID_01602,76217411,CA,Condominium,Entire home/apt,94,NA,63,4,0,1,1,19,96
PID_01603,8161650,PT,Loft,Entire home/apt,140,100,15,6,2,4,2,125,94
PID_01604,299462,ES,Apartment,Entire home/apt,200,300,80,7,4,5,2,32,94
PID_01605,110204521,PT,House,Entire home/apt,160,NA,NA,10,5,10,3.5,3,93
PID_01606,6232360,AU,House,Entire home/apt,350,1000,200,3,3,0,1,21,98
PID_01607,129159456,US,Apartment,Private room,30,NA,NA,1,3,1,1,0,NA
PID_01608,17714205,AU,Apartment,Entire home/apt,145,150,100,4,1,1,1,74,96
PID_01609,897112,PT,Townhouse,Entire home/apt,55,NA,20,6,3,4,1,171,95
PID_01610,18838868,US,Apartment,Entire home/apt,195,250,80,3,1,2,1,14,98
PID_01611,318040,CA,Condominium,Entire home/apt,250,250,75,4,1,1,1,16,94
PID_01612,129967760,PT,Apartment,Entire home/apt,200,300,25,8,3,4,2,12,100
PID_01613,30098437,HK,Apartment,Private room,181,NA,NA,1,0,1,1,0,NA
PID_01614,1038989,US,Apartment,Private room,120,0,25,2,1,1,1,3,93
PID_01615,104551495,CA,Apartment,Private room,50,0,6,1,1,1,1,9,96
PID_01616,128093488,TR,Apartment,Private room,237,NA,NA,1,0,1,1,0,NA
PID_01617,23771677,ES,Apartment,Private room,40,0,10,2,1,1,1,13,89
PID_01618,69552498,US,Condominium,Entire home/apt,551,0,329,6,2,4,2,9,98
PID_01619,130265495,ES,Apartment,Private room,25,89,10,2,1,1,1,42,86
PID_01620,686654,CA,Apartment,Entire home/apt,250,0,50,5,2,2,1,18,97
PID_01621,113020313,ES,Condominium,Entire home/apt,75,0,20,4,1,3,1,8,80
PID_01622,130609625,PT,Apartment,Entire home/apt,35,150,15,2,0,1,1,55,93
PID_01623,45406531,US,Apartment,Private room,60,NA,NA,1,1,1,1,4,100
PID_01624,34920887,CA,Apartment,Entire home/apt,90,300,60,3,1,1,1,74,99
PID_01625,130706820,PT,Apartment,Entire home/apt,75,0,10,4,1,3,1,109,93
PID_01626,12402075,AU,House,Entire home/apt,200,500,120,4,2,2,1,24,94
PID_01627,2059850,ES,Apartment,Private room,70,200,35,2,1,1,2,8,93
PID_01628,9797561,CA,Apartment,Entire home/apt,60,NA,NA,2,0,1,1,33,91
PID_01629,131069563,TR,Apartment,Entire home/apt,221,NA,NA,5,4,5,1.5,0,NA
PID_01630,115306074,AU,House,Private room,75,NA,NA,2,1,2,1.5,7,97
PID_01631,130857174,HK,Hotel,Private room,2002,NA,NA,4,1,2,1,13,95
PID_01632,131293304,US,Apartment,Private room,51,NA,NA,2,1,1,1,20,91
PID_01633,28389484,PT,Apartment,Entire home/apt,70,150,22,4,1,1,1,59,97
PID_01634,91922030,US,Bungalow,Entire home/apt,180,NA,NA,4,0,2,1,102,98
PID_01635,9522524,US,Townhouse,Private room,32,110,33,2,1,1,1,78,95
PID_01636,131542702,CA,Apartment,Entire home/apt,105,0,0,3,1,1,1,0,NA
PID_01637,131612537,TR,Casa particular (Cuba),Private room,47,0,50,3,0,1,1,0,NA
PID_01638,131637799,TR,Serviced apartment,Private room,111,0,0,2,1,1,1,2,100
PID_01639,27036805,AU,Apartment,Private room,50,NA,NA,1,1,1,1,2,60
PID_01640,20438455,US,Townhouse,Private room,41,199,0,1,1,1,1,90,97
PID_01641,131782286,PT,Apartment,Entire home/apt,50,0,20,4,2,3,1.5,30,88
PID_01642,1776707,US,Guesthouse,Entire home/apt,95,100,15,2,0,1,1,232,97
PID_01643,131847600,HK,Apartment,Entire home/apt,589,NA,200,2,0,1,1,3,100
PID_01644,5818194,AU,Apartment,Entire home/apt,195,200,60,5,2,2,1,12,80
PID_01645,20373808,AU,Townhouse,Private room,63,NA,NA,2,1,1,1.5,3,100
PID_01646,779551,US,Apartment,Private room,100,300,50,2,1,1,1,13,97
PID_01647,131866134,US,Apartment,Entire home/apt,80,100,80,2,0,1,1,110,97
PID_01648,34964499,ES,Apartment,Private room,19,100,20,2,1,1,1,0,NA
PID_01649,3491167,AU,Townhouse,Entire home/apt,600,0,200,6,3,3,2.5,2,100
PID_01650,5295202,US,Apartment,Private room,72,100,20,1,1,1,1,41,100
PID_01651,132158539,TR,Apartment,Private room,47,0,30,1,0,1,1,3,100
PID_01652,9854533,US,Apartment,Entire home/apt,399,NA,200,5,2,4,2,33,99
