text,source,brand,doc_id
"Die App hat mir früher super gefallen. 
Habe aufgehört sie zu nutzen, nachdem die Inhalte nicht mehr gespeichert werden konnten. 
Es läuft leider nur, wenn Du ständig online bist - beim Training offline zu sein war eine tolle Funktion, die leider entfallen ist. 
Gruß an die Macher",App Store (DE),Nike,10673313795.0
Adidas l’un des meilleurs qualité services,App Store (FR),Adidas,10673590181.0
"I never run without  using this app! Easy way to track training progress.

You can use while traveling without having data roaming.",App Store (CH),Under Armour,1067417558.0
"On a hunch I went to myfitnesspal and searched for running apps and found this one. Downloaded, started and started running. Great so far and very easy to understand and visualize.",App Store (DE),Under Armour,1067470163.0
"L’application est très très lentes, les chargements sont trop lents, c’est pas possible pour une marque comme adidas qui brasse beaucoup d’argent, d’avoir une expérience mobile pas digne de ça marque.
Très déçu,",App Store (FR),Adidas,10677664604.0
Très bonne appli pour nous les amoureux de la nature,App Store (FR),Under Armour,1067872027.0
Läuft einwandfrei!,App Store (DE),Under Armour,1067880560.0
"C’est une appli qui niveau ergonomie est plutôt sympa à utiliser sauf pour la fluidité, le chargement du contenu est lent. Parfois lorsque j’ajoute un filtre avant d’avoir accès au max produit il s’écoule presque 8 secondes ce qui peut décourager… Fluidité à revoir pour que cela soit parfait",App Store (FR),Adidas,10679135651.0
"Man kann im Voraus nicht mehr sehen was für Übungen im Training kommen..ich nehm die App kaum mehr her… Offline geht gar nichts Von der Superapp zur Datenkrake in 0,5 Sekunden Respekt! Immerhin wurde die App noch nicht komplett gewinnmaximiert, dafür muss man schon mal dankbar sein :)",App Store (DE),Nike,10686027137.0
"On nous oblige à enregistrer notre CB c’est la première et dernière commande sur internet 
En plus le site est fouillis",App Store (FR),Adidas,10686206129.0
was 5 star but downgraded to 3 due to almost 9 months of crashes and persistent errors loading screens and inbox messages with no fixes from Nike,App Store (US),Nike,10686717759.0
Tout est parfait faudrait juste que l'appli nous donne les temps en français même si maintenant tout le monde comprend l'anglais,App Store (FR),Under Armour,1068935505.0
Chaque requêtes met des plombes à aboutir !,App Store (FR),Adidas,10689664686.0
Je recommande l’application Adidas on trouve tout ce qu’on aime et encore plus il y en a pour tout les choix je mets 5 étoiles vraiment pour vous dire que c’est le top bravo Adidas vraiment numéro 1 je confirme toujours au top,App Store (FR),Adidas,10690569697.0
"Die App war über viele Jahre mein (fast) täglicher Begleiter und hat mir, wie sicher vielen Anderen, sehr dabei geholfen fitter zu werden und zu bleiben. Ich habe sie geliebt und viel duzend fach weiter empfohlen.
Klar, Dinge sollten und müssen weiterentwickelt und verbessert werden. Aber warum muss man alles, was die App zu so etwas besonderen gemacht hat, erstmal dabei mutwillig zerstören? 
Es wäre ein Einfaches gewesen, einfach neue Workouts dazu zu nehmen, sie für eine neues Publikum ebenfalls interessanter zu machen. Stattdessen stoßt Ihr alle vor der Kopf, die Euch so lange die Treue gehalten haben. 
Warum haut Ihr all das, was über Jahre aufgebaut wurde, kaputt? Was ist die kranke Motivation dahinter, abertausende treue Anhänger bewusst zu enttäuschen?
Nike, das ist das was ich jetzt mit Eurem Namen verbinde. Und ich bin sicher, das geht vielen Tausenden genauso. Fans einfach so vor den Kopf hauen… Super Leistung!",App Store (DE),Nike,10691232305.0
"This app is really good, I love the user interface and the easy accessibility to workouts. The app made it really easy to obtain and do these workouts. If there was one thing I would change to improve this app is make more solo paced workouts.",App Store (US),Nike,10691432019.0
Chargement très long ça ne donne pas envie de regarder,App Store (FR),Adidas,10694321984.0
"J’achète beaucoup de produits divers Adidas pour toute la famille et la matière est toujours agréable et de haute qualité et le design et style a de la classe. N’importe si c’est pour le foot, le Running ou street Wear.",App Store (FR),Adidas,10696438376.0
Won’t play any of the workout videos. I have all the current updates and it won’t work.,App Store (US),Nike,10697240220.0
Really helped keeping all my performances at the same spot.,App Store (CH),Under Armour,1070191636.0
"Quite ok! But a little complicated to handle, ugly voice",App Store (CH),Under Armour,1070472739.0
"Die App funktioniert zuverlässig (iphone4), ist übersichtlich und bei Bedarf erweiterbar. Ich bin zufrieden.",App Store (DE),Under Armour,1070941717.0
Seit kurzem kann man seine Produkte nicht mehr in der App bewerten und verliert somit Punkte,App Store (DE),Adidas,10711409675.0
Because it says 4+ and it won’t let me in even though I’m older than 4!,App Store (US),Nike,10714413334.0
It’s all been said in the title.,App Store (AU),Adidas,10719833009.0
Très beaux vêtement,App Store (FR),Adidas,10722426348.0
"Ich finde diese App super. Ich bin begeistert. Die Trainer und Trainerinnen sind super. 
Vielen Dank an alle die sich an dieser App beteiligen. Bitte macht weiter so.",App Store (CH),Nike,10723985468.0
Application beaucoup trop lente et qui ne reconnaît pas les recherches de façon automatique et efficace.,App Store (FR),Adidas,10725288945.0
"Ich bin sehr zufrieden. Nutze die app oft mit meinem Hund und es ist schön einen Überblick über die Strecke zu haben. Durch die GPS Funktion habe ich schon mehrfach nach Hause gefunden, wenn wir neue Waldwege ausprobiert hatten, meine normale navigations-app war damit überfordert.
Das einzige, dass etwas stört, ist dass sich der Ton nicht ausschalten lässt und die freundliche Stimme einem auf englisch zwischendrin erzählt wie schnell und weit man gelaufen ist, selbst im lautlos Modus. Sonst macht es aber echt Spaß, es ist einfach und die verschiedenen Trainings lassen sich gut vergleichen, da sie aufgelistet werden.",App Store (DE),Under Armour,1072897399.0
Bonne expérience.,App Store (FR),Adidas,10731228618.0
Tout simplement ce qu'il me fallait pour l'entraînement,App Store (FR),Under Armour,1073148340.0
"Très bonne appli simple à utiliser 👍🏼
Rien à dire de plus Peccape 🤘🏼",App Store (FR),Adidas,10734824184.0
I’m back to be an Adidas customer along with all my friends and family. Already bought $100+ of stuff with more to come. #sold,App Store (AU),Adidas,10737154222.0
parfait pour toutes activités ( course skating VTT ),App Store (FR),Under Armour,1073779779.0
Bonjour très bon site les prix sont très intéressants merci beaucoup bonne fête de Noël,App Store (FR),Adidas,10737950524.0
"Die Vielzahl an Workouts mit unterschiedlicher Fokus sind super und effektiv. Auch die Trainingsprogramme sind gut. 

Wunsch für zukünftige Versionen:
(Wochen)Übersicht der geplanten Workouts. Momentan gibt es keine Übersicht, sondern nur bei Anklicken des geplanten Workouts wird die jeweilige Zeit angezeigt.",App Store (DE),Nike,10743386629.0
Cela fait un an que j'utilise l'application et je suis 100% satisfaite,App Store (FR),Under Armour,1074734454.0
"I did every single exercis and program on this app. 

The best workouts are the Joe Holder whiteboard workouts There are quite a few that can make you burn over 650 cal the biggest exercise I really did and we burned 1212 cal by doing a few extra reps. If you try to go hard, you can burn 950 cal on the hardest workout. the best place to start with the full gym workouts is with Ryan Flaherty . If you want to go majorly easy try Kirsty Godso workouts. I got muscle from doing every workout and every NTC program. keep working at it and you’ll have a long-term success. greatest exercising app ever used. you can do workouts on your TV without that Netflix scam by screen mirroring your iPhone.",App Store (US),Nike,10748612761.0
Je découvre l'appli et la marque pour la premiere fois ( oui oui je vis dans une grotte ) mais je suis très très contente le système de niveau est au top !,App Store (FR),Adidas,10752124260.0
"J’utilise cette application depuis des années maintenant (2014).
Je l’adore ! Cependant, je trouve ça très dommage d’avoir retirer la possibilité de voir la démo de chaque exercices avant de commencer la séance.",App Store (FR),Nike,10759196093.0
"Fidèle à sa réputation, la marque Adidas a créé un site performant, dynamique, avec un design simple et efficace. Facilité pour passer et suivre ses commandes, gérer son compte client et se tenir au courant des nouveautés et actualités de la marque.",App Store (FR),Adidas,10762867662.0
"Die app mag ja prima auf dem iPhone sein, aber auf dem iPad lässt sich schon beim Anmelden die Eingabetastatur nicht umstellen- und ohne @ halt keine mailadresse, und somit keinerlei Anmeldung möglich...",App Store (DE),Nike,10763305212.0
That’s Adi-good idea !!!! 👍😉,App Store (FR),Adidas,10764478616.0
"Removed the feature to save workouts for offline use so makes the app useless abroad without wi-fi or any internet connection.
And has now removed Apple Watch support for Series 3.
Used this app for years now. Hopefully at least the download for offline workouts get reintroduced.",App Store (GB),Nike,10766847364.0
No varieties,App Store (CA),Adidas,10767551917.0
Some button has no response. Just as bad as adidas official website,App Store (CA),Adidas,10769837190.0
Such a great App! Feedback: there is an epic market to have workouts tailored to women post age 35 around specific strength training.,App Store (AU),Nike,10769881490.0
Impeccable,App Store (FR),Adidas,10770492202.0
"Ich habe, wie viele andere hier, diese App geliebt. 
In den letzten Monaten verwende ich sie nur noch selten, warum?
- keine Whiteboardtrainings mehr
- nur noch komplette Videos mit motivierenden Coaches, dauerndem Reden und Hintergrundmusik, die man nicht ausschalten kann. Ich bevorzuge funktionale Videos, gern mit Anweisungen zur korrekten Ausführung, aber ohne diese Anheizer- Mentalität 
- keine Trainingspläne mehr, die ich mir selber zusammenstellen kann oder die mir empfohlen werden. Es gibt nur noch Programme, die ich nicht einmal kombinieren kann.

Bitte bringt die nüchternen Trainings zurück für uns alle, die wir einfach ungehypet Workouts machen wollen!",App Store (DE),Nike,10770698497.0
"Gute app, auch geil mit der Health App unterstützung! :)",App Store (DE),Under Armour,1077186387.0
I really like the app but not a lot of workouts. You should add more work out for all categories and you should add more different equipment work out.,App Store (CA),Nike,10773134146.0
"I love this app, it’s helpful, great workouts and easy to use. I would love to be able to see “your week” especially when scheduling workouts and the ability to add in non NTC workouts so you can see your full week",App Store (GB),Nike,10773536279.0
"Eine gute App mit vielen Workouts für jedermann.

Leider funktioniert die Wiedergabe über Apple TV ( 3. Generation ) nicht . Deswegen gibt es einen Stern weniger .",App Store (DE),Nike,10774052069.0
Great 👍,App Store (AU),Adidas,10775020210.0
"The updated app is nice however for those who don’t want to listen to someone talk and just do the workout with music, not a great option.. dislike that you either have to be always looking at your phone or listening to someone explain each workout",App Store (CA),Nike,10776707079.0
Verwende die App schon viele Jahre und bin mit Updates und Funktionen immer zufrieden gewesen. Absolut zu empfehlen: danach will man nichts anderes mehr!,App Store (DE),Under Armour,1077766928.0
"Avec code Macif , passage de -35% sur tous les site à -15% sur sélection 🤮🤮🤮 heureusement AMAZON est la !!

Bye",App Store (FR),Adidas,10779019665.0
"I can’t add anything to the shopping cart- says “oops, not available”.  So I have to buy everything individually.  Very frustrating.",App Store (CA),Adidas,10779157432.0
"This is the best Workout app I have found. Lots of programs and workouts. And best of all , it’s free.",App Store (US),Nike,10782260090.0
"It was very nice once, but since all the workouts are just one long video it‘s useless.",App Store (CH),Nike,10786300197.0
"Während die App auf dem IPhone super läuft, scheitert es beim IPad schon bei der Anmeldung - hier soll ein Code via Mail geschickt werden, der gar nicht ankommt. Dadurch keine Anmeldung insofern auch keine Nutzung der App möglich. Schade, da gerade die Videos auf dem IPad besser zu sehen sind… Support gibt es dazu scheinbar auch keinen…",App Store (DE),Nike,10789792458.0
"Darstellung auf dem IPad wie auf dem Handy
finde ich schlecht",App Store (DE),Adidas,10790672450.0
"Ich habe mich nur für Express entschieden, weil es dann bis Montag ankommen sollte! So stand es bei der Bestellung und so hätte ich die Schuhe noch vor dem Urlaub gehabt.
Nach der Bezahlung und Abschluss der Bestellung stand auf einmal Dienstag da. Sowas darf nicht sein. Expressgebühr umsonst bezahlt und ich bin nicht da um die Bestellung anzunehmen.
Bitte sowas in Zukunft in der App verhindern!",App Store (DE),Adidas,10791263318.0
I love the variety of workout focus groups the app provides and how they are made by trainers. Would love to see this platform compatible with iPad.,App Store (US),Nike,10793014698.0
I like to track my progress and Sr@va is simply over priced and over rated.,App Store (GB),Under Armour,10795626192.0
The new app is flashy but not nearly as good as hype old version. Please bring it back!!,App Store (AU),Nike,10797611903.0
"Funktioniert zuverlässig, macht Spaß, die Wege hinterher auf der Karte zu verfolgen",App Store (DE),Under Armour,1079900620.0
Super Angebote und Lieferung klappt super 👍,App Store (DE),Adidas,10799229660.0
App funktioniert einwandfrei,App Store (DE),Adidas,10801590143.0
"Filter ist sehr detailliert und man findet viel, aber oft kommt die Meldung, dass etwas schief gelaufen ist und man es später probieren soll. Auch das einlösen von Gutscheinen bringt diesen Fehler.",App Store (DE),Adidas,10801915733.0
Does not work with air play or caring to a a amar tv … you’ll have to do the training from your phone … it’s a shame,App Store (CA),Nike,10803840015.0
"J’aime beaucoup l’application mais j’ai 25000 points et je sais même pas à quoi ils me servent… 

Application très très très au point… 

Chez Adidas, c’est carré",App Store (FR),Adidas,10804939940.0
The payment process was simple and made sure that I filled all the right info and everything was all set.,App Store (CA),Adidas,10806141737.0
Used to be really good as you could download workouts and use it offline. Now needs a constant internet connection which is tricky for us folk who don’t have unlimited data plans. Hopefully they reintroduce it,App Store (GB),Nike,10807246040.0
Gute App,App Store (DE),Under Armour,1080812361.0
"Used to be designed so that you could quickly at a glance preview all the workouts in the routine and see what was coming up. Now they put it in a dumb video format so you have no clue what exercises are in each routine. No idea why they would do that the old style was so much more useful and informative, and easier to go back to the start of a previous set if you took a break. Why the @#$&* don’t they change it back?? Everyone preferred the old version. It makes no sense. Please guys.",App Store (CA),Nike,10808195455.0
"Super aber die iPad Version gibt es nicht. Bisschen umständlich, unzeitgemäß und macht für mich total Sinn. Sonst 5. 

Ps man kann die Übungen groß machen. Ist dann wie bei YouTube. Also Mittelweg.",App Store (DE),Nike,10808866023.0
"App is great with plenty of workout options for all needs. But eliminating the option to pre-screen exercises for the majority of sessions, in so that you can only do a session while watching video has completely ruined it for me. You should have the option to see which exercises each session contains.",App Store (GB),Nike,10810427202.0
Excellent quand ça ne beugue pas . Faut laisser l'IPhone allumé et surveiller en permanence. Parfait si ce petit problème pouvait être corrigé !!,App Store (FR),Under Armour,1081369439.0
I turned this App on this afternoon for the first time. And it was fun to run with as this app played music and even summarized the progress every kilometer that made surprisingly today's running much more enjoyable than my expectation. I will keep using this app for every running. Thanks the developers!,App Store (DE),Under Armour,1081388535.0
Customer Service promised me a lot of things but fulfilled nothing,App Store (CA),Adidas,10814324110.0
I have tried many times to open this app and it refuses to load.,App Store (US),Nike,10814650783.0
Excellence is the surname of Adidas ! Thank a lot guys for the amazing experience:-)!,App Store (DE),Adidas,10816807561.0
"Utilisation impossible, lent et nécessite une connexion publique. Vive la sécurité de l’app ! 
Je passe mon chemin.",App Store (FR),Adidas,10816869681.0
Einfache Suchmöglichkeiten und schönes Layout,App Store (DE),Adidas,10817113954.0
"Excellente application !!!
Très bonne visibilité des produits.",App Store (FR),Adidas,10818735736.0
"Tout prends du temps… enregistrement adresse, paiement, changement adresse… dommage car pratique",App Store (FR),Adidas,10820871710.0
"Ive been using the app for 2 years now and i couldn’t be happier, but as of the recent months, every time i open the app it tells me there’s an error, and i can’t even view anything in the app, i can close and reopen the app, and it doesn’t work. if they fix that i’ll be happy to buy again😊",App Store (CA),Adidas,10821647697.0
"Super site offrant un large choix de produits. Livraison rapide, j’adore",App Store (FR),Adidas,10824598797.0
J’adore en plus l’essaie virtuel,App Store (CA),Adidas,10824999998.0
Very glad!,App Store (DE),Under Armour,1082824738.0
Je voulais acheter une montre GPS.... Plus maintenant.,App Store (FR),Under Armour,1083456198.0
I love the workouts on this app and have tried many times to use it in the last few days but for some reason none of the videos will load now. The app is updated on my phone and still nothing. Please fix this issue!,App Store (US),Nike,10837082939.0
"Was given a one time code to get into app. It was sent to my email. When I put the code in, it said it was invalid. Tried 3 times. No way to seek help. Very disappointed.",App Store (US),Nike,10838050434.0
Application hyper lente ne serait-ce que pour charger les articles suivants que pour valider le panier et le paiement,App Store (FR),Adidas,10838462617.0
"Appli simple, pratique et fiable.",App Store (FR),Under Armour,1084373951.0
"Nike is awesome for putting this on the App Store. It’s legit free, no cost in app gimmicks! So many workouts and programs.",App Store (US),Nike,10844693197.0
Bin seit langer Zeit Kunde bei Adidas und immer rund um zufrieden mit den bestellten Sachen!,App Store (DE),Adidas,10844719143.0
"Ich nutze die App inzwischen für alle Einkäufe.
Hier ist alles übersichtlich dargestellt und ich kriege immer einen guten Überblick über alle Aktionen.",App Store (DE),Adidas,10850751915.0
Ich habe z.B eine Adidas Nummer von einer Sonnenbrille eingegeben. Die Suchfunktion hat sie nicht gefunden. Erst nach mühsamer Suche habe ich sie gefunden.,App Store (DE),Adidas,10852011566.0
"This app has some incredible content for free and I’m grateful for it but the point of apps is for them to function in their ecosystem. The app crashes all the time and incredibly frustratingly it doesn’t sync properly in apple fitness. It shows the workout as complete as well as the time it took and other details like heart rate, but it always shows calories burned as zero for every workout. If they could fix this one issue it’d be a 5-star app and I’d be willing to deal with the crashes but not syncing when it’s so close is incredibly frustrating and is making me look for other options. It would actually be way less frustrating if it didn’t try sync at all over just showing up but not writing the activity correctly.",App Store (US),Nike,10853269299.0
Teilweise kaum lesbar wegen fehlender Kontraste,App Store (CH),Adidas,10854193722.0
Bon système! Agréable a utiliser et fonctionnel!,App Store (CH),Under Armour,1085431507.0
beaucoup de bug actualisation très très longue et difficile de suprimé des articles du panier mme quand ils ne sont plus disponible pour une marque aussi renommer il faudrait penser à avoir un bon site et une application de qualité,App Store (FR),Adidas,10855576063.0
"This app was great for years.

At par or even better than Freeletics.

It was functional and goal oriented.

It planed the workout calendar for you and tracked your progress which helped people to stick to the plan.

Why was all of that eliminated? If you want to push your (too noisy and unhelpful) videos you can do it but leave people the option to stick with the functional version if they want.

Please reintroduce (at least as option) the workout planner with basic technical workouts rather than the video stuff than many find unhelpful and made them switch from your app to freeletics",App Store (DE),Nike,10858117360.0
Votre emballage il est inutile il sert a rien vous croyez que un peu de colle sur la boîte sa tient ? Mon colis a été volé. Je tiens à me faire remboursé et vite ou renvoyé moi la même paire j’ai pas payer pour rien.,App Store (FR),Adidas,10858660014.0
"Love the trainers, but I mostly use this app when I’m traveling and I have to watch my data. I checked and after just doing a single workout it used 1.3 GB!!!

Update: had to use data again and it still uses just as much for a single workout. There is no excuse for this. Load the data as needed! Use compression!",App Store (US),Nike,10859011205.0
Le chargement entre chaque produit est lent. Le code promotion acquis après de nombreux efforts de courses. On est même pas valide sur l’article choisi. Déçu,App Store (FR),Adidas,10859567175.0
Formidable,App Store (FR),Adidas,10862823532.0
"Cette application me permet de garder une routine sportive et bien-être au quotidien. Avec quelques astuces, notamment la planification des exercices à faire, cela est plus simple.",App Store (FR),Nike,10865176955.0
Runs don’t have the year in the date. No idea when old activity was done. Which is a bit frustrating. Unless I’m mistaken.,App Store (AU),Under Armour,10865217716.0
Apple Pay ne fonctionne pas!!!!,App Store (FR),Adidas,10865518915.0
"App used to be perfect. You could preview each workout and get a sense of the variety of exercises, and choose whether or not you wanted to be coached through the movements, while still having the timer play. 

Now the app is now no better than a collection of YouTube videos. You can’t listen to your own music or podcasts (on Spotify that is) without having to keep an eye on your phone to see when to start/stop workouts!!!!",App Store (CA),Nike,10866513445.0
This app used to be amazing. The fact that you can’t download workouts anymore to workout anywhere is horrible. It’s either consuming all my data or having to find WiFi to workout. You can’t see what’s coming up to decide if or how much weight you’re going to use to you can’t plan ahead. The experience has gone downhill and I’ve used the app for almost 10 years now. Please fix it!!,App Store (CA),Nike,10866665094.0
I used Runkeeper and tried this similar app. It's also a great one,App Store (FR),Under Armour,1086684349.0
"Firstly, I was forced to download the app because customer support chat doesn’t work on web. Then when I logged in with my account in the app the account was not synced and it did not display my orders like in the web. I tried opening the chat to contact support but that didn’t work also, the Starting chat page kept loading and never started the support chat",App Store (AU),Adidas,10868273736.0
"en 4G
en 5G
en WiFi
…
des plombes…",App Store (FR),Adidas,10868921954.0
"Adidas has always been my brand of football. 
The most comfortable boots ever worn. 
Would never need any bandaid, tape, Vaseline or any other nonsense to prevent blisters. Multiple times bought Copa mundials the morning of training/match days and fitted like a glove. Same goes for the sexy predators",App Store (AU),Adidas,10869115748.0
und tolle Produkte,App Store (DE),Adidas,10870310178.0
Énorme bug de mon côté sur cette application je vais passer sur le navigateur web car l’appli a un trop long trmps t’attente pour naviguer dessu 👍🏼,App Store (FR),Adidas,10871863626.0
"No data from the NTC app shows in Health Activities. Was excited to be able to pair NTC with my apple watch and tried multiple times to track a workout and then to simply manually add an activity to NTC AND see it in my Health app. All pointlessly, the Health app still shows no data from the NTC app in Activities data sources. In settings->health, there’s also no data from this source (NTC) at all.",App Store (US),Nike,10872822398.0
L’application rame beaucoup,App Store (FR),Adidas,10874715982.0
"The program feature used to be the best part. Now they’ve forgotten to even add a start button once you decide what program you want to do 😅
At one point they removed the programs all together! That’s when I deleted the app. Recently I redownloaded it see if there were any updates and was happy to see that programs back. Boy was I disappointed when I realized they must not have hired the most basically knowledgeable people to rebuild the app. START BUTTONS PEOPLE!!",App Store (US),Nike,10877837075.0
Man findet immer was man braucht!,App Store (DE),Adidas,10878153328.0
Das App ist richtig schlecht gemacht,App Store (DE),Adidas,10878670631.0
"Truly love the vast options this app provides and makes it easy to workout without having to think about what to do next. 

The only thing I would recommend is an option to download workouts in the app to use when you don’t have access to wifi or data. I live and workout in remote places throughout the year and don’t get to catch up on my progress tracking through the app or use it as much as I’d like for it’s great resources. 

Thank you for such a great tool and have a wonderful day!",App Store (US),Nike,10880047951.0
Un choix incroyable avec des prix toujours intéressant,App Store (FR),Adidas,10880707697.0
"Nice app , nice interface, useful and easy. just try it! It is worth!",App Store (CH),Under Armour,1088354284.0
Teils sind die Produkte sehr viel weniger Langlebig als sie mal waren. App und Support funktionieren auch mangelhaft.,App Store (DE),Adidas,10888172847.0
"Die App kann viel, aber trotzdem ist sie auch an vielen Stellen nicht so optimal.

Vorab: Ich habe all die Jahre zuvor sehr intensiv Garmin Connect mit dem Coach genutzt. Auf der Suche nach einer Alternative mit einem Laufcoach bin ich auf diese App hier gestoßen.

Positiv ist die Laufanalyse. Da gibt es aus meiner Sicht überhaupt nichts dran auszusetzen.

Aber vllt doch eher zu den Punkten, die mich stören:
1. Die Ziffernblätter im Training sind für mich auf der Apple Watch nicht optimal. Nach jedem Kilometer springt die Übersicht auf eine Anzeige, die ich nicht benutzen möchte.
2. die Pulsanzeige ist so klein, dass ich sie während des Trainings nicht erkennen kann. Das stört sehr. Gerade wenn man das Training auf dem iPhone startet, hat man auf der Apple Watch keine Einstellungsmöglichkeiten 
3. ich würde mir eine Differenzierung zwischen Aktivitätskalorien und Ruhekalorien wünschen, so wie es fast jede andere Fitness-App es auch tut.
4. warum werden die GPS -Daten nicht mit Apple Health Kit geteilt ?  Dort sehe ich nur wenige Trainingsdetails. Auch das können andere Apps besser.
5. der Laufcoach. Anweisungen gibt es nur über die Kopfhörer. Bei Garmin hat die Uhr mit Vibrationen und Anzeigen einen durch das Training geführt. Das finde ich dezenter und angenehmer. Insbesondere, falls man mal die Kopfhörer vergisst. Vor allem gibt es dann auch ein direktes Feedback, wenn man zu schnell oder zu langsam läuft",App Store (DE),Under Armour,10889888335.0
"Horizontales swipen durch Produktfotos wäre nice. Swipe back zur Suche geht auch nicht. Macht es doch einfach so wie alle anderen 🙄

Zum stöbern ist es wohl gut so wie ihr es gemacht habt. Aber ich will nicht stöbern und mich lange in eurer App aufhalten. Ich will Schuhe finden, kaufen und die App wieder zu machen.",App Store (DE),Adidas,10891645573.0
Comfy with years & years of life… plus you’re in the “Cool Group” of such a well known cult sensation shoe. Just so cool in any colour combos & any style,App Store (AU),Adidas,10892092792.0
Application trop lente,App Store (FR),Adidas,10896056209.0
Ganz einfach tolle Klamotten kaufen,App Store (DE),Adidas,10901745482.0
Why it’s soo slow to load the page???,App Store (FR),Adidas,10902104550.0
Je suis le seul à pas recevoir des points quand je commente?,App Store (FR),Adidas,10902201869.0
"Application où rien ne charge, tout comme le site qui ne s’ouvre pas. Une semaine que j’essaye d’acheter une paire mais rien ne fonctionne, je vais finir par me tourner vers une autre marque !",App Store (FR),Adidas,10902433393.0
Fui online porque me ofrecieron 15% de descuento y cuando fui a pagar no funcionó. Me gustan los artículos Adidas pero sus embustes no,App Store (CA),Adidas,10902559314.0
Stars speak for itself,App Store (CA),Adidas,10904397255.0
Super App,App Store (CH),Under Armour,1090508630.0
Excellente application car permet de trouver des itinéraires de course à pied ds des endroits que l'on ne connaît pas. Bémol: aurait souhaité un guidage GPS vocal ce qui évite de regarder son tel toutes les 5 minutes qd on court...,App Store (FR),Under Armour,1090534551.0
"Tout marche très bien, localisation réactive, facile d'utilisation",App Store (FR),Under Armour,1090547778.0
"Im Grunde schon eine Gute App, leider ist die Suche etwas umständlich, das viele Oberflächen übereinanderlegen werden ist nicht gerade für jeden User positiv. Der Rest gefällt mir aber, vielleicht gewöhne ich mich ja auch noch ein 😊",App Store (DE),Adidas,10905573639.0
Afterpay advertisement but not available payment method in the app,App Store (AU),Adidas,10905710368.0
Easy to use.,App Store (CA),Adidas,10906446837.0
"This app helped during hard times of the pandemic, especially when they made it open to everybody. It helps me too when I can’t clear the brain fog enough to write a workout plan for myself. Very grateful for this app. I can’t wait to get into the Nike running center app again, but take it seriously this time because of it.",App Store (US),Nike,10907069908.0
"Leider trugen die letzten Updates nicht zur Verbesserung der App bei. Neben dem dass die App die Herzfrequenz oft bis nie von der Apple Watch zum iPhone überträgt und man daher immer unter seinen Zielen liegt, ist seit dem letzten Update auch das nachträgliche Bearbeiten des Laufes nicht mehr möglich, da der Training speichern Button funktionsfrei ist. Mehrere Anfragen beim Support zu o.g. Problemen blieben erfolglos.",App Store (DE),Under Armour,10907861886.0
"Seit zwei Wochen ist die App nicht verfügbar. Man kann sich nicht anmelden. Beim Telefon-Support bekomme ich nur die Auskunft: Sorry, du bist nicht der einzige! Was ist los bei Nike? Die App war jahrelang hervorragend!",App Store (DE),Nike,10908921053.0
The app is awesome. So many deals I can’t find anywhere else.,App Store (CA),Adidas,10910456133.0
Thank you adidas for always being the best items to the market.,App Store (CA),Adidas,10910724007.0
Funktioniert wunderbar!!,App Store (DE),Under Armour,1091138476.0
"Легко вибрати товар, зрозуміле інформативне меню, швидко відповідає служба підтримки. Легко повернути товар, що не підійшов. Можливо, найкращий додаток.",App Store (DE),Adidas,10911568504.0
"Das ist die beste App um Sport zu machen.
Sie motiviert mich und hat mir den Spaß zum Sport wieder näher gebracht.
Sehr abwechslungsreich und für JEDEN geeignet und dann noch kostenlos! Ich empfehle es jeden weiter!

Danke für diese tolle App!",App Store (DE),Nike,10912295505.0
"Es gibt keine Möglichkeit, den Retourschein der letzten Bestellung zu finden. Ich werde wiederholt auf die gleichen Seiten gelenkt, die Retoure ist aber nicht zu finden",App Store (DE),Adidas,10912752810.0
Love this app. Can’t believe it’s free.,App Store (GB),Under Armour,10913245914.0
Les recherches de pages sont beaucoup trop lentes,App Store (FR),Adidas,10913513492.0
Jamais déçu avec ADIDAS ⭐️⭐️⭐️⭐️⭐️,App Store (FR),Adidas,10913616188.0
Belle expérience de navigation. Tout y est claire et simple.,App Store (FR),Adidas,10915626441.0
"Bonne application mais dommage que la plupart des entraînements ne sont pas en français, ça oblige à suivre l’écran et moins se concentrer sur l’exercice.",App Store (FR),Nike,10915897630.0
Why put notification settings in the app if it still spams you with notifications anyways.,App Store (CA),Adidas,10917271189.0
Hammer App,App Store (DE),Adidas,10917624436.0
Always satisfying,App Store (AU),Adidas,10918873452.0
"The first thing you'll see is ""allow push notifications"" it will not let you advance any further, I never deleted anything faster in my entire life...",App Store (DE),Adidas,10919424211.0
"Very nice app easy to go through 
Love the sales and the point system",App Store (CA),Adidas,10919932271.0
Top Qualität fairer Preis,App Store (DE),Adidas,10920391736.0
German at it’s best!,App Store (CA),Adidas,10921606372.0
I love the yoga programmes in this app. I use it every day it’s so easy to find and filter what you need or pick and follow a programme. The difficulty levels are spot on you can choose to level up or down anytime. It has everything from 5 mins to 1 hr yoga workouts. I tend to do 15-20 min each day. All of the trainers are so encouraging I couldn’t have chosen a better exercise app - Namaste,App Store (GB),Nike,10922520996.0
"This App has been my favorite for years. I loved the whiteboard workouts, the ability to plan workouts and to listen to my own music while doing so. 
Since it only contains video format workouts now, I don’t find myself using it as much anymore, cause it’s basically the same as watching workout YouTube videos. 
Please please please bring back some of the old functionality, it was the best!",App Store (DE),Nike,10923061302.0
